1;RONGSOK;;RONGSOK;KG;NULL;;17/12/2018 13:00;1;0000-00-00 00:00:00;0
2;INGOT;04I0001;WIP;BATANG;NULL;;14/02/2018 10:02;1;14/02/2018 10:02;1
3;AMPAS;;AMPAS;KG;NULL;;14/02/2018 10:02;1;16/10/2018 12:10;1
4;TOLLING;;;;NULL;;14/02/2018 10:02;1;14/02/2018 10:02;1
5;KAWAT MERAH;;WIP;ROLL;NULL;;14/02/2018 10:02;1;14/02/2018 10:02;1
6;KAWAT HITAM;;WIP;ROLL;NULL;;25/02/2018 7:02;1;25/02/2018 7:02;1
7;BS;;RONGSOK;KG;NULL;;17/12/2018 13:00;0;0000-00-00 00:00:00;0
8;TALI CUCI;04T0001;WIP;KG;NULL;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
14;SERBUK;;FG;KG;;;0000-00-00 00:00:00;1;16/01/2019 11:01;1
15;KAWAT HITAM KERAS;;ROLLING;ROLL;;;0000-00-00 00:00:00;0;17/01/2019 11:01;1
141;BC WIRE HARD 2,60MM;05BCH05;FG;KG;2600;;0000-00-00 00:00:00;0;28/12/2018 4:12;1
142;BCW 2,03 MM HARD;05BH002;FG;KG;2030;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
143;BCW 2,05 MM HARD;05BH003;FG;KG;2050;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
144;BCW 2,23 MM HARD;05BH004;FG;KG;2230;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
145;BCW 2,50 MM HARD;05BH005;FG;KG;2500;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
146;BCW 2,17 MM HARD;05BH007;FG;KG;2170;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
147;BCW 2,21 MM HARD;05BH009;FG;KG;2210;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
148;BCW 2,28 MM HARD;05BH014;FG;KG;2280;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
149;BCW 2,40 MM HARD;05BH018;FG;KG;2400;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
150;BCW 2,47 MM HARD;05BH019;FG;KG;2470;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
151;BCW 2,52 MM HARD;05BH022;FG;KG;2520;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
152;BCW 2,60 MM HARD;05BH024;FG;KG;2600;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
153;BCW 2,66 MM HARD;05BH025;FG;KG;2660;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
154;BCW 2,68 MM HARD;05BH026;FG;KG;2680;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
155;BCW 2,70 MM HARD;05BH027;FG;KG;2700;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
156;BCW 2,90 MM HARD;05BH034;FG;KG;2900;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
157;BCW 2,96 MM HARD;05BH035;FG;KG;2960;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
158;BCW 3,00 MM HARD;05BH037;FG;KG;3000;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
159;BCW 3,20 MM HARD;05BH038;FG;KG;3200;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
160;BCW 3,23 MM HARD;05BH039;FG;KG;3230;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
161;BCW 3,40 MM HARD;05BH040;FG;KG;3400;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
162;BCW 3,48 MM HARD;05BH041;FG;KG;3480;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
163;BCW 3,57 MM HARD;05BH046;FG;KG;3570;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
164;BCW 3,00 MM HARD;05BH051;FG;KG;3000;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
165;BCW 3,29 MM HARD;05BH052;FG;KG;3290;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
166;BCW 2,78 MM HARD;05BH054;FG;KG;2780;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
167;BCW 2,09 MM HARD;05BH056;FG;KG;2090;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
168;BCW 2,10 MM HARD;05BH057;FG;KG;2100;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
169;BCW 2,48 MM HARD;05BH058;FG;KG;2480;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
170;BCW 2,29 MM HARD;05BH059;FG;KG;2290;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
171;BCW 2,56 MM HARD;05BH060;FG;KG;2560;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
172;BCW 2,90 MM HARD I;05BHI34;FG;KG;2900;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
173;BCW 2,56 MM HARD I;05BHI60;FG;KG;2560;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
174;BCW 2,78 MM HARD TMS;05BHT01;FG;KG;2780;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
175;BCW 2,50 MM HARD TMS;05BHT02;FG;KG;2500;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
176;BCW 2,90 MM HARD TMS;05BHT03;FG;KG;2900;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
177;BCW 3,57 MM HARD TMS;05BHT04;FG;KG;3570;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
178;BCW 2,00 MM HARD TMS;05BHT05;FG;KG;2000;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
179;BCW 2,76 MM HARD TMS;05BHT06;FG;KG;2760;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
180;BCW 3,57 MM HARD TMS;05BHT07;FG;KG;3570;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
181;BCW 2,60 MM HARD TMS;05BHT08;FG;KG;2600;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
182;BCW 3,58 MM HARD TMS;05BHT09;FG;KG;3580;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
183;BCW 2,77 MM HARD TMS;05BHT10;FG;KG;2770;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
184;BCW 2,00 MM SOFT  I;05BI001;FG;KG;2000;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
185;BCW 2,03 MM SOFT I;05BI002;FG;KG;2030;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
186;BCW 2,18 MM SOFT  I;05BI003;FG;KG;2180;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
187;BCW 2,10 MM SOFT  I;05BI004;FG;KG;2100;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
188;BCW 2,13 MM SOFT I;05BI005;FG;KG;2130;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
189;BCW 2,14 MM SOFT  I;05BI006;FG;KG;2140;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
190;BCW 2,17 MM SOFT  I;05BI007;FG;KG;2170;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
191;BCW 2,20 MM SOFT I;05BI008;FG;KG;2200;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
192;BCW 2,21 MM SOFT  I;05BI009;FG;KG;2210;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
193;BCW 2,26 MM SOFT I;05BI010;FG;KG;2260;;0000-00-00 00:00:00;0;0000-00-00 00:00:00;0
