40;C012;CENTRAL WIRE INDUSTRIAL, P.T.;;__.___.___._.___.___;;;;"Jl. Rungkut Industri Raya 17-A Surabaya
";;Lokal
41;C013;CRIS;;__.___.___._.___.___;;;;"Semarang";;Lokal
42;C014;COSCO ELECTRIC, PT.;;__.___.___._.___.___;024-8444447;;;"Jl. Kijang Selatan No. 8 Semarang";;Lokal
43;C015;CAHAYA  KEMENANGAN, PT.;;__.___.___._.___.___;;;;"Jl. Pergudangan Kosambi Permai D4 Dadap Kosambi Tangerang";;Lokal
44;D001;DUNIA BARU, P. T.;;__.___.___._.___.___;;;;"Jl. Raya Prancis Perum Dadap Indah B 9/9 Kosambi Tangerang.";;Lokal
45;D002;DALTO ELECTRINDO, P. T.;;__.___.___._.___.___;;;;"Kawasan Industri Jababeka, Phase II, Jl. Industri Selatan Blok PP-2E";;Lokal
46;E001;ERA MITRA, P. T.;IBU ANA;__.___.___._.___.___;(021) 5551945;;;"Jl. Prepedan Dalam No. 3 Jakarta Barat.
";;Lokal
47;E002;ELEQ CABLE INDONESIA, PT.;;72.135.787.9.402.000;;;;"Kawasan Industri Manis Jl. Manis V No. 11 Kel. Manisjaya Jati Uwung Tangerang Banten";;Lokal
48;F001;FURIN JAYA, P. T.;WIWI;__.___.___._.___.___;(021) 6616736,37;;;"Jl. Bidara No. 30 A Jelambar Dalam II Jakarta
";;Lokal
49;F003;FU YUAN METAL CO, LTD;;__.___.___._.___.___;;;;"15 Lane 37 DA Wei Road Dali City Taichung Taiwan";;Export
50;F004;FIRST BASE CO., LTD;;__.___.___._.___.___;;;;"
IF, NO.14, ALLEY 5, LANE 182, SEC 5 NANJHU RD, LUJHU OWNSHIP.";;E
51;F005;FAJAR ZIPPINDO, P. T.;;01.606.013.9.402.000;(021) 5407234;;(021) 6192314;"
Jl. Daan Mogot KM. 19 Kp. Rawa Bamban No. 22 RT.006 RW. 003 Jurumudi Baru.";;Lokal
52;F006;FEDERAL MARDHIKA CITRAMANDIRI, P.T.;;01.371.197.3.403.001;;;;"JL. Tajung Udik Gunung Putri Bogor";;Lokal
53;F007;FHOSAN NANHAI HENGYE TRADING CO.;MS. YE/ MS.HO.;__.___.___._.___.___;86-0757.86-260316;;86-0757.86-319863;"STORE 23, BL HEJI GARDEN, HAILIU RD, GUICHANG, NANHAI DISTRICT,  FHOSAN CITY, GUANGDONG PROVINCE, CHINA.";fshengye@163.com;Export
54;G001;GALAXY PERSADA, P. T.;;__.___.___._.___.___;;;;"";;Lokal
55;G002;GANAMAS PRIMA, P. T.;;01.223.453.0.407.000;;;;"Kp. Ciketing Udik Pangkalan V Bantar Gebang Bekasi";;Lokal
56;G999;GUDANG RONGSOK;DIANA;__.___.___._.___.___;;;;"";;Lokal
57;H001;HENCOTAMA DINAMIKA, P. T.;;01.891.824.3.041.000;(021) 6402066;;;"Jl. Pademangan IV RT 14/01 Jakarta Utara";;Lokal
58;H003;HIDUP LANCAR SEJAHTERA, P. T.;;__.___.___._.___.___;;;;"";;Lokal
59;H004;HSIANG YUEH METALS CO,. LTD;;__.___.___._.___.___;;;;"1 F , No. 14, Alley 5, Lane 182, SEC 5 Nanjhu RD,Lujhu Township";;Export
60;H005;HENDRA;;__.___.___._.___.___;;;;"JAKARTA
";;Lokal
61;H006;HALIM;BP. HALIM;__.___.___._.___.___;;;;"SURABAYA";;Lokal
62;H007;HANWA THAILAND CO, LTD.;MR. ASAI/MR. YAMADA/ MR. OE;__.___.___._.___.___;662-6351230;;;"12 TH FLOOR UNIT 1204 Q. HOUSE LUMPIN, BLD. ISOUTH SATHORN ROAD. TUNGMA HAMEK. SATHORN BANGKOK 10120. THAILAND.";;Export
63;H008;HABINDO SATRIA PERKASA, P.T.;;__.___.___._.___.___;;;;;;Lokal
64;H010;H. ABD. IBROHIM;BP. IBROHIM;__.___.___._.___.___;;;;"TANGERANG";;Lokal
65;H011;HERI;HERI;__.___.___._.___.___;;;;"TANGERANG";;
66;H012;HAKIMAN;HAKIMAN;__.___.___._.___.___;;;;"KLOUSTER RIVIERA NO. 15 PALEM SEMI TANGERANG";;Lokal
67;H013;HANWA ROYAL METALS, PT.;;__.___.___._.___.___;;;;"";;Lokal
68;H014;HUTAMA CIPTA SENTOSA, PT.;;__.___.___._.___.___;;;;"";;
69;H015;HARYANTO;;__.___.___._.___.___;;;;"";;
70;H016;HUTAMA SINERGI, PT.;;__.___.___._.___.___;;;;"Jakarta";;
71;I001;INTIMETALINDO SUKSES, P. T.;;01.495.361.6.451.000;;;;"Jl. Kp. Bulakan RT/RW : 010/002 Bitung Jaya-Cikupa Tangerang.
";;Lokal
72;I002;INDOKA JAYA, P. T.;;__.___.___._.___.___;;;;"Kawasan Industri Manis II No. 25 Tangerang";;Lokal
73;I003;INTIMITRA MANDIRI, P. T.;;__.___.___._.___.___;;;;"Jakarta";;Lokal
74;I004;INDRA ERAMULTI  INDUSTRI;;__.___.___._.___.___;(62-21)5407222;;(62-21)5417505;"Komp. Daan Mogot Baru Jl. Utan Jati b No. 12a Jakarta Barat 11840 Indonesia
";;Lokal
75;I005;INTI KARYA PRATAMA, P. T;;__.___.___._.___.___;;;;"PERDAGANGAN PANTAI INDAH DADAP BB NO. 35 TANGERANG.
";;Lokal
76;I006;INTAN SAMUDRA RAYA, CV;;__.___.___._.___.___;;;;"";;
77;I007;INCAP ALTIN UTAMA, P.T.;;__.___.___._.___.___;;;;Jl. Rawa Bali II/9 Kawasan Industri Pulo Gadung Jakarta;;Lokal
78;I008;INTIKARYA PERMAI, PT.;;__.___.___._.___.___;;;;"Pergudangan Centra Kosambi Blok I 2/28 Tangerang";;Lokal
79;I009;INDRA;;__.___.___._.___.___;;;;"JAKARTA";;Lokal
80;I010;ISHIKAWA METALS INDONESIA, CV.;;82.341.140.0.047.000;;;;"";;
81;J001;JASHA LESTARI MANDIRI, P. T.;;01.495.022.4.431.000;;;;"Jl. Melati RT/RW ; 028/008 Wanaherang Gunung Putri Kab. Bogor Jawa Barat";;Lokal
82;J002;JAWA INDAH, P. T.;;__.___.___._.___.___;(021)7341658,7325694;;;"Jl. Raya Satelit Utara ";;Lokal
83;J003;JAKARTA PLASTIK, P. T.;;__.___.___._.___.___;;;;"Jl. Mangobi Kapuk Muara Jakarta Barat
";;Lokal
84;J004;JIUN JIH ENTERPRISE CO., LTD;;__.___.___._.___.___;;;;"No.30, Lane 465,SEC.2,Jhongshan RD, Pan-Chiao City Taipei County, Taiwan ROC";;Export
85;J005;JOY (BENGKEL  ENDAH);JOY;__.___.___._.___.___;;;;"PADALARANG BANDUNG";;Lokal
86;J006;JOHANA SAERAN;;__.___.___._.___.___;;;;"JAKARTA";;Lokal
87;J007;JOHN RANTUNG;;__.___.___._.___.___;;;;"";;
88;J008;JACKTOR;;__.___.___._.___.___;;;;"KEPADURI JAKARTA BARAT";;Lokal
89;K001;KEPOH MANDIRI ELEKTRIKATAMA, P. T.;;01.940.160.3.407.000;;;;"Per. Harapan Indah Blok OF No. 12 RT/RW :007/017 Pejuang Bekasi Barat 17131";;Lokal
90;K002;KARUNIA ELECTRINDO, P. T.;;__.___.___._.___.___;(021) 66693611;;;"Muara Karang Blok B Vi Utara Jakarta Utara";;Lokal
91;K003;KITCO INTERNATIONAL METALSS CO,. LTD;;__.___.___._.___.___;;;;"No.2 Lane 192, Gao Fung  RD., HSIN CHU City, Taiwan, ROC
";;Export
92;K004;KARUNIA JAMBU DIPA;AAN;__.___.___._.___.___;;;;"CIMAHI, BANDUNG.
";;Lokal
93;K005;KERAMIK INDAH, PT.;;__.___.___._.___.___;;;;"TANGERANG";;Lokal
94;K006;KARYA INDO TUNGGAL ABADI. PT.;;__.___.___._.___.___;031-7458029;;;"Jl. Manukan Wetan No. 60 Blok D 34 Tandes Surabaya";;Lokal
95;K007;KANO ROD AND WIRE, CV.;;82.926.618.8.016.000;;;;"";;
96;L001;LEO;;__.___.___._.___.___;;;;"Jl. Raya Telajung Udik Gunung Putri Bogor.

";;Lokal
97;L002;LOGAM NIAGA, C.V.;;__.___.___._.___.___;;;;"SERPONG. TANGERANG-BANTEN";;Lokal
98;L003;LING YING SEJAHTERA, CV.;;__.___.___._.___.___;;;;"";;
99;M001;MAKITA MEGA MAKMUR PERKASA, P. T.;PRAWIRA;01.738.786.1.414.001;;;;"Jl. Jababeka III C 18-AB Cikarang.

Harco Mangga Dua Blok M 20 Sunter Jakarta";;Lokal
100;M002;MUSTIKA, P. T.;AMIANG;__.___.___._.___.___;(021) 6504907;;;"Komplek Metro Blok M Sunter Jakarta";;Lokal
101;M003;MULIA JADI JAKARTA, P. T.;;02.095.274.3.402.000;;;;"Jl. Abadi No. 1 Daan Mogot KM 19,80 Tangerang";;Lokal
102;M004;MITRATAMA SEJATI, P. T.;YANSEN;__.___.___._.___.___;;;;"";;Lokal
103;M005;MEGA KABEL, P. T.;;__.___.___._.___.___;;;;"
Komplek Pergudangan Miami Blok D No. 3 Kapuk Jakarta Barat.";;L
104;M006;MANDIRI JAYA KABELINDO, P. T.;;01.892.040.5.041.000;;;;"Jl. Kapuk Muara RT/RW:007/001 Kapuk Muara Penjaringan Jakarta 
 
";;Lokal
105;M007;MANDANI;;__.___.___._.___.___;;;;"Glodok Plaza Blok F/29 Jakarta Barat";;Lokal
106;M008;MAGMA ELEKTRIK, P. T.;;__.___.___._.___.___;;;;"Kapuk Jakarta Barat";;Lokal
107;M009;MING HSI INTERNATIONAL;;__.___.___._.___.___;886-3-5248488;;886-3-5223796;"NO. 2 LANE 192, GAO FUNG RD., HSIN CHU CITY, TAIWAN, ROC.";;Export
108;M010;MULTI MAKMUR INDAH INDUSTRI, P. T.;;01.300.010.4.415.000;;;;"Jl. Gatot Subroto KM 5,3 Jatiuwung Tangerang";;Lokal
109;M011;MITRA KARYA;;__.___.___._.___.___;;;;"Pergudangan Pantai Indah DadapBlok BB/35";;Lokal
110;M012;MTU;;__.___.___._.___.___;;;;"TANGERANG";;Lokal
111;M013;MULTI TRADING, P. T.;;__.___.___._.___.___;021-55960284/85;818811307;021-55959432;"JL. RUKO FANTASI BLOK W/20A CENGKARENG JAKARTA.";unilestari2004@yahoo;Lokal
112;M014;MITRA JAYA ABADI, CV;;__.___.___._.___.___;;;;"Jl. Raya Penggilingan Komp.PIK Blok a 145-147 Pulo Gadung jak Tim";;Lokal
113;M015;MULTI KENCANA NIAGATAMA, P.T.;;__.___.___._.___.___;;;;"JL. KOPO MAJA NO. 97 CIKANDE SERANG";;Lokal
114;M016;MASTERINDO LOGAM TEHNIK JAYA, PT.;;__.___.___._.___.___;;;;"JL. PASIR GEDE NO. 137 PADALARANG BANDUNG";;Lokal
115;M017;MARDIYONO;;__.___.___._.___.___;;;;"TANGERANG";;
116;M018;MANDIRI PLAS , UD.;;__.___.___._.___.___;;;;Perumahan Buana Gardenia Blok D I no. 12 Pinang Tangerang;;Lokal
117;M019;MULYONO;;__.___.___._.___.___;;;;"";;Lokal
118;M020;MITSUI INDONESIA, PT.;;01.069.119.4.059.000;;;;"Menara BCA Lt. 52 Grand Indonesia Jl. MH. Thamrin No. 1 Menteng, Menteng Jakarta Pusat DKI Jakarta Raya";;Lokal
119;M021;MICHAEL KAIRUPAN;;__.___.___._.___.___;;;;"";;Lokal
120;M022;MARK ROUWELL;;__.___.___._.___.___;;;;"";;
121;M023;MARIO;;__.___.___._.___.___;;;;"JAKARTA";;
122;M024;MULTI ARTA SEKAWAN, PT.;;31.223.245.7.451.000;;;;"";;Lokal
123;M025;MITRA TEMBAGA UNGGUL, CV.;;__.___.___._.___.___;;;;"";;
124;M026;MAVICA MAJU BERSAMA, PT.;;__.___.___._.___.___;;;;"
Jl. Kijang Selatan No. 8 RT 002 RW 005 Gayamsari, Gayamsari Kota Semarang Jawa Tengah";;
125;M027;MARDEDY HIDAYAT;;__.___.___._.___.___;;;;"JAKARTA TIMUR";;Lokal
126;N001;NIPSEA PAINT AND CHEMICALS, P. T.;CHRISTINE;01.001.769.7.092.000;;;;"Jl. Ancol Barat I/A5/C No. 12 Jakarta 14430
";;Lokal
127;N002;NAZARETH TEKNIK ,PT.;ISKANDAR MULTAWAN;__.___.___._.___.___;;;;"Jl. Peta No. 206 Bandung
";;Lokal
128;P001;PRABHA WIRADEWATA, P. T.;HADI;01.490.699.4.643.000;(031) 8963801;;(031) 8963803;"Desa Wadungasih Buduran Sidoarjo Jawa Timur";;Lokal
129;P002;PRYSMIAN CABLES INDONESIA, P. T.;YUSI;01.071.233.9.055.000;(0264) 351222;;(0264) 351215;"Kota Bukit Indah Kawasan Industry Indotaisei Blok G1 Cikampek 41373 Jawa Barat";;Lokal
130;P003;PRIMA CABLE INDO, P. T.;;02.250.185.2.402.001;(021) 5901453;;;"Desa Gebang Raya Zona Industri Jatiuwung Gebang Raya Tangerang";;Lokal
131;P004;PRISMACABLE MITRATAMA INDUSTRIES, P. T.;SANTI;01.679.386.1.402.000;;;;"Jl. Arya Kemuning RT/RW : 003/003 Periuk Jaya Jatiuwung Tangerang";;Lokal
132;P005;POPULAR CAN UTAMA, P. T.;;01.302.799.0.029.000;;;;"Komp. Duta Merlin Blok E/37 Jl. Gajah Mada No.3-5 Petojo Utara Gambir Jakarta.";;Lokal
133;P006;PELANGI INDAH CANINDO TBK, P. T.;;01.367.344.7.054.000;;;;"Jl. Daan Mogot KM 14 No.700 Jakarta Barat
";;Lokal
134;P007;PAWI;;__.___.___._.___.___;;;;"
Jurumudi Kebon Besar, Tangerang - Banten.";;Lokal
135;P008;PANCA MITRA, P. T.;ENWARDI;__.___.___._.___.___;(021) 55955044;;;"Komp. Pergudangan Pantai Indah Dadap Blok BB, Jl. Raya Prancis No.2.";;Lokal
136;P009;PROFON ELECTRIC CABLE , P. T.;;__.___.___._.___.___;;;;"Kawasan Industri Dan Pergudangan Pantai Indah Dadap Blok CJ/2 Tangerang
";;Lokal
137;P010;PRIMA MITRA  ELEKTRINDO, P. T.;;02.189.159.3.037.000;;;;"Jl. Gajah Mada No.199 RT/RW : 003/004 Glodok Taman Sari Jakarta Barat.";;Lokal
138;P011;PUTRA DHARMA, P. T.;;01.104.778.4.004.000;;;;"Jl. Raya Bali No. 1 Rawa Terate Cakung Jakarta Timur   ";;Lokal
139;P012;PANI, P. T.;;__.___.___._.___.___;;;;"Jl. Raya Prancis No. 2 Blok M.30 KP. Pantai Indah Dadap Tangerang";;Lokal
140;P013;PUJI CAHAYA, P. T.;;__.___.___._.___.___;;;;"Jl. K.L. Yos Sudarso No. 1212 A Medan";;Lokal
141;P014;PLASTIC INJECTION INDONESIA ,PT.;;__.___.___._.___.___;;;;"";;
142;P015;PRIMA INDAH LESTARI, PT.;;__.___.___._.___.___;;;;"";;Lokal
143;P016;POWER CABLE INDONESIA , PT.;;21.094.645.5.418.000;;;;"Jl. Raya Dadap Perg. Sentra Kosambi Blok H6 H Kosambi Timur Kosambi Tangerang Banten";;Lokal
144;P017;PCM KABEL INDONESIA, PT.;;31.785.579.9.418.000;;;;"Komp. Industri Mekarjaya Jl. Karet Raya No. 288
Mekar Jaya Sepatan Tangerang Banten";;Lokal
145;P018;PULUNG CABLE INDONESIA , PT.;;__.___.___._.___.___;;;;"Jl. Kopo Maja No. 99 Cikande Serang";;Lokal
146;P019;PANDE WUNGSU WYASA;;__.___.___._.___.___;;;;"";;
147;P020;PRIMA KAWAT MANDIRI, CV.;;82.870.427.0.071.000;;;;"";;
148;R001;ROFA ELECTRIC, P. D.;AHMAD;__.___.___._.___.___;(021) 5551766;;(021) 39107926;"Komplek Pertokoan Kenari Mas Blok F 34 Jakarta";;Lokal
149;R002;RICH TOP UNIVERSAL INC.;;__.___.___._.___.___;;;;Simmonds Building Wickhams Cayi PO.BOX 963, Road Town, Tortola, British Virgin I;;Export
150;R003;RAMON STAR, CV.;;__.___.___._.___.___;;;;"Karanggan Desa Puspa Sari RT/RW : 003/002 NO. 46 Citerep, Bogor.
";;Lokal
151;R004;ROLLING;;__.___.___._.___.___;;;;"";;
152;R005;RAGA MANDIRI, CV.;;02.446.590.8.402.000;;;;"TANGERANG";;Lokal
153;R006;REGINA TAMPUBOLON;;__.___.___._.___.___;;;;"";;Lokal
154;R007;ROY;;__.___.___._.___.___;;;;"KARAWACI TANGERANG";;Lokal
155;S001;SUMACO JAYA ABADI, P. T.;;__.___.___._.___.___;;;;"";;Lokal
156;S002;SINAR MAHA SURYA, P. T.;DANIEL;__.___.___._.___.___;(021) 5551766;;(021) 5551765;"Benda Raya No.3 Jakarta";;Lokal
157;S003;SUKSES SETIA, P. T.;ALAMSYAH;01.495.347.5.402.000;(021) 6619913;;(021) 6614586;"Jl. Bandengan Utara No. 91 S Jakarta Utara";;Lokal
158;S004;SINAR INTAN PUTRA NUSA, P.T.;EDI;01.338.015.9.034.000;;;;"Jl. Kapuk Kayu Besar No. 37 RT/RW:013/004 Jakarta Barat";;Lokal
159;S005;SUMBER BARU, P. T.;;__.___.___._.___.___;(021) 6697173;;;"Terusan Bandengan Utara 89 No.17 Pangeran Jayakarta
";;Lokal
160;S006;SINAR PLASTIK, P. T.;;__.___.___._.___.___;(021) 6195205;;;"Rawa Lele Pergudangan No.50 Warung Gantung ";;Lokal
161;S007;SURYA BUANA SAKTI, P. T.;;__.___.___._.___.___;;;;;;Lokal
162;S008;SURYA UNGGUL, P. T.;;__.___.___._.___.___;(021)5686868;;;"Jelambar Baru No.11 Jakarta Barat";;Lokal
163;S009;SARIHON ELECTRIC, P. T.;;__.___.___._.___.___;;;;;;Lokal
164;S010;SARIFUDIN;;__.___.___._.___.___;;;;"
";;Lokal
165;S011;SURYA TEGUH JAYA, P. T.;;01.286.879.0.402.000;;;;"Jl. Prabu Kiansantang No. 20, Tangerang";;Lokal
166;S012;SUPREME JAYA ABADI, P. T.;;__.___.___._.___.___;(021) 5446355;;;"Jl. Kapuk RT 004/001 Kapuk Cengkareng Jakarta Barat";;Lokal
167;S013;SANTIGI JAYA SAKTI;;__.___.___._.___.___;(021) 56968857;;;"
Jl. Jelambar Selatan 16 No. 4A-4B Jakarta Barat";;Lokal
168;S014;SUMBER REJEKI, P. T.;IBU YANI;__.___.___._.___.___;;;;"JL. PETA BARAT NO. 33 JAKARTA BARAT.
";;Lokal
169;S015;SUTANTO ARIF CHANDRA ELEKTRONIK , PT.;BP. SUTANTO;__.___.___._.___.___;;;;"Jl. Pinangsia Raya Blok G No. 3 B Komplek Pertokoan Glodok Plaza Jakarta.";;Lokal
170;S017;SUN NUR LOGAM JAYA;;__.___.___._.___.___;;;;"BEKASI";;Lokal
171;S018;SUNARI, TN;;__.___.___._.___.___;;;;"TANGERANG";;Lokal
172;S019;SALIM;;__.___.___._.___.___;;;;"";;
173;S020;SAIFUL;;__.___.___._.___.___;;;;"";;
174;S021;SURYA PLASTIK, CV.;;__.___.___._.___.___;;;;"KP. BUNGUR JAYA RT 001/004 DESA SERDANG WETAN LEGOK CURUG TANGERANG";;Lokal
175;S022;SUBUR JAYA ELECTRIC, PT.;;__.___.___._.___.___;;;;"Palm Paradice Park Residance Blok C No. 10 Jakarta Barat";;Lokal
176;S023;SINERGI METAL UTAMA, PT.;;__.___.___._.___.___;;;;"JAKARTA";;
177;S024;SUPER METAL BANGKA JAYA, PT.;;__.___.___._.___.___;;;;"";;Lokal
178;S025;SUNAWAN;;__.___.___._.___.___;;;;"";;
179;S026;SINERGI PRIMA SEJAHTERA, PT.;;__.___.___._.___.___;;;;"";;
180;S027;SUGIH COPPER, CV;;82.595.399.5.452.000;;;;"";;
181;S028;STAR COPPER NUSANTARA, CV.;;82.517.332.1.043.000;;;;"";;
182;S999;SDM;DIANA;__.___.___._.___.___;;;;"";;Lokal
183;T001;TELAGA METALINDO, P. T.;;__.___.___._.___.___;(021) 5963441;;(021) 55771597;"Jl. Raya Serang KM. 16,8 Telaga Cikupa Tangerang.";;Lokal
184;T002;TRIMUSTIKA, P. T.;FREDY;__.___.___._.___.___;(021) 54372950;;;"Komplek Citra Extension Blok BF III No. 3 Jakarta Barat";;Lokal
185;T003;TOKO 88;;__.___.___._.___.___;;;;"Pasar Kenari";;Lokal
186;T005;TEMBAGA MULIA SEMANAN TBK, P.T.;YUNG LIE;01.000.137.8.092.000;;;;;;Lokal
187;T006;TITANINDO REKATAMA, PT.;;__.___.___._.___.___;;;;"Kp. Pengasinan RT/RW 001/03 Periuk Jaya, Jatiuwung,Tangerang";;Lokal
188;T007;TANGERANG JAYA PLASTIK, PT.;EVA;__.___.___._.___.___;;;;"Jl. Sasmita Blok F No. 13 Tangerang";;Lokal
189;T008;TRITUNGGAL, P.T.;;__.___.___._.___.___;;;;"Jl. benda Raya Kamal No.2 Jakarta Barat";;Lokal
190;T009;THE THUMMD CO, LTD;;__.___.___._.___.___;;;;"IF NO. 08, SIUN SHENG 50 LANE SHIN GUANG RD. TAI PYNG SHYH, THAICHUNG SHIANN TAIWAN";;Export
191;T010;THREE LINES INDONESIA, PT;;__.___.___._.___.___;;;;"";;
192;T011;THOMAS;;__.___.___._.___.___;;;;"JAKARTA";;
193;U001;UNGGUL CIPTA PERKASA, P. T.;ABUN;01.775.275.9.411.000;(021) 5851940;;(021) 5842638;"Komplek Taman Kebun Jeruk Blok Q2 No. 11 Jakarta";;Lokal
194;U002;UTIKON, P. T.;TERESIA;__.___.___._.___.___;(021) 6605843,44;;(021) 6605683;"Duta Harapan Indah Kapuk Jakarta Barat";;Lokal
195;U003;UNI STAR UTAMA, P. T.;;__.___.___._.___.___;(024) 7623554;;;"Jl. Kawasan Industri Candi Semarang ";;Lokal
196;U004;UD. COKRO;IBU ALAY;__.___.___._.___.___;;;;"J
Jakarta.";;Lokal
197;U005;UNIKAWAT;BP. WILLY SUGIANTO;__.___.___._.___.___;021-55960284-85;818811307;021-55959432;"Jl. Ruko Fantasi Blok W/20A Cengkareng Jakarta Barat.";unilestari2004@yahoo;Lokal
198;U006;UNILOGAM JAYA, PT.;;__.___.___._.___.___;;;;"";;
199;V001;VOKSEL ELECTRIC, P. T.;ANGELA;01.000.784.7.054.000;(021) 8230525;;(021) 8230526;"Menara Karya Lantai 3, Unit D Jl.H.R. Rasuna Said, Blok X.5, Kav. 1-2.";;Lokal
